ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
0.888889,5.21739,31.9995,1.99456,3.9979,31.9993,15.9602,31.9997,0.888889
