ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
72000000,38400000,9000099,18049076,18009400,9000202,18065800,9000004,760495962
