ORDERKEY,CUSTKEY,ORDERSTATUS,TOTALPRICE,ORDERDATE,ORDERPRIORITY,CLERK,SHIPPRIORITY,COMMENT
1237083818,1258206062,1372880108,1527749371,1383215668,1065173339,32007649172
1237563931,1257981774,1372844141,1527579416,1380443494,1065211771,31986459561
1237033107,1257053850,1369426279,1529083304,1380702821,1065135797,31988314202
1237119099,1257321516,1372698703,1527482504,1379927994,1065139986,32111597033
1237127733,1257259722,1365208300,1527139222,1379881095,1065203262,36777129273
1237451478,1257770053,1378365432,1535497111,1382659857,1065152956,32027946232
1247025529,1257553024,1372611286,1527026199,1380949345,1065241110,31989725247
1237683936,1253606707,1372819544,1527920174,1381194108,1065104043,32030291974
1239467837,1254410461,1369945711,1527809932,1381066441,1065145246,32329913918
1237155983,1239014858,1372834887,1527632907,1382442004,1065140464,32027448358
